"#","Game","Release date","Price","Score rank(Userscore / Metascore)","Owners","Playtime (Median)","Developer(s)","Publisher(s)"
"123","Dead Space 2","Jan 25, 2011","$19.99","N/A (N/A/87%)","2,000,000 .. 5,000,000","00:00 (00:00)","Visceral Games","Electronic Arts"
"125","Crypt of the NecroDancer","Apr 23, 2015","$14.99","N/A (N/A/87%)","2,000,000 .. 5,000,000","02:03 (01:21)","Brace Yourself Games","Brace Yourself Games, Klei Entertainment"
"126","Dead Space (2008)","Oct 20, 2008","$19.99","N/A (N/A/87%)","2,000,000 .. 5,000,000","00:00 (00:00)","EA Redwood Shores","Electronic Arts"
"127","Half-Life 2: Episode One","Jun 1, 2006","$7.99","N/A (N/A/87%)","2,000,000 .. 5,000,000","00:01 (00:00)","Valve","Valve"
"128","Battlefield: Bad Company 2","Mar 2, 2010","$4.94","N/A (N/A/87%)","2,000,000 .. 5,000,000","00:00 (00:00)","DICE","Electronic Arts"
"129","Max Payne 3","May 31, 2012","$19.99","N/A (N/A/87%)","2,000,000 .. 5,000,000","00:02 (00:00)","Rockstar Studios","Rockstar Games"
"130","INSIDE","Jul 7, 2016","$19.99","N/A (N/A/87%)","2,000,000 .. 5,000,000","01:43 (01:34)","Playdead","Playdead"
"153","The Lord of the Rings Online","Jun 6, 2012","Free","N/A (N/A/86%)","2,000,000 .. 5,000,000","00:00 (00:00)","Standing Stone Games, LLC","Standing Stone Games, LLC"
"160","Bastion","Aug 16, 2011","$14.99","N/A (N/A/86%)","2,000,000 .. 5,000,000","00:00 (00:00)","Supergiant Games","Supergiant Games"
"161","Assassin's Creed 2","Mar 9, 2010","$19.99","N/A (N/A/86%)","2,000,000 .. 5,000,000","02:24 (01:35)","Ubisoft Montreal","Ubisoft"
"162","Total War: WARHAMMER","May 24, 2016","$59.99","N/A (N/A/86%)","2,000,000 .. 5,000,000","00:00 (00:00)","CREATIVE ASSEMBLY, Feral Interactive (Linux), Feral Interactive (Mac)","SEGA, Feral Interactive (Linux), Feral Interactive (Mac)"
"163","Dishonored 2","Nov 11, 2016","$29.99","N/A (N/A/86%)","2,000,000 .. 5,000,000","00:20 (00:25)","Arkane Studios","Bethesda Softworks"
"166","MONSTER HUNTER RISE","Jan 12, 2022","$39.99","N/A (N/A/86%)","2,000,000 .. 5,000,000","15:26 (09:15)","CAPCOM Co., Ltd.","CAPCOM Co., Ltd."
"167","The Witcher: Enhanced Edition Director's Cut","Sep 16, 2008","$1.49","N/A (N/A/86%)","2,000,000 .. 5,000,000","03:33 (01:11)","CD PROJEKT RED","CD PROJEKT RED, 1C-SoftClub"
"168","Saints Row IV: Re-Elected","Aug 19, 2013","$19.99","N/A (N/A/86%)","2,000,000 .. 5,000,000","08:40 (05:46)","Deep Silver Volition","Deep Silver"
"169","Rise of the Tomb Raider","Feb 9, 2016","$9.99","N/A (N/A/86%)","2,000,000 .. 5,000,000","01:44 (01:09)","Crystal Dynamics, Eidos-Montréal, Feral Interactive (Mac), Feral Interactive (Linux), Nixxes","Crystal Dynamics, Feral Interactive (Mac), Feral Interactive (Linux)"
"170","Titanfall 2","Oct 28, 2016","$4.49","N/A (N/A/86%)","2,000,000 .. 5,000,000","06:37 (06:22)","Respawn Entertainment","Electronic Arts"
"193","Amnesia: The Dark Descent","Sep 8, 2010","$19.99","N/A (N/A/85%)","2,000,000 .. 5,000,000","00:00 (00:00)","Frictional Games","Frictional Games"
"198","Battlerite","Nov 8, 2017","Free","N/A (N/A/85%)","2,000,000 .. 5,000,000","00:14 (00:04)","Stunlock Studios","Stunlock Studios"
"199","Total War: WARHAMMER III","Feb 16, 2022","$59.99","N/A (N/A/85%)","2,000,000 .. 5,000,000","17:38 (09:25)","CREATIVE ASSEMBLY, Feral Interactive","SEGA, Feral Interactive"
"201","BattleBlock Theater","May 15, 2014","$14.99","N/A (N/A/85%)","2,000,000 .. 5,000,000","01:15 (00:49)","The Behemoth","The Behemoth"
"202","Total War: THREE KINGDOMS","May 23, 2019","$59.99","N/A (N/A/85%)","2,000,000 .. 5,000,000","28:37 (24:54)","CREATIVE ASSEMBLY, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)"
"203","DARK SOULS: Prepare To Die Edition","Aug 24, 2012","N/A","N/A (N/A/85%)","2,000,000 .. 5,000,000","00:00 (00:00)","FromSoftware","Bandai Namco Entertainment"
"204","Metro Exodus","Feb 14, 2020","$7.49","N/A (N/A/85%)","2,000,000 .. 5,000,000","08:53 (10:35)","4A Games","Deep Silver"
"205","Hotline Miami","Oct 23, 2012","$9.99","N/A (N/A/85%)","2,000,000 .. 5,000,000","02:35 (03:33)","Dennaton Games","Devolver Digital"
"206","DOOM","May 12, 2016","$19.99","N/A (N/A/85%)","2,000,000 .. 5,000,000","05:02 (04:09)","id Software","Bethesda Softworks"
"207","Deep Rock Galactic","May 13, 2020","$29.99","N/A (N/A/85%)","2,000,000 .. 5,000,000","08:12 (04:15)","Ghost Ship Games","Coffee Stain Publishing"
"254","Trine 2: Complete Story","Jun 6, 2013","$1.24","N/A (N/A/84%)","2,000,000 .. 5,000,000","00:22 (00:07)","Frozenbyte","Frozenbyte"
"258","Tales of Arise","Sep 9, 2021","$23.99","N/A (N/A/84%)","2,000,000 .. 5,000,000","07:57 (12:03)","Bandai Namco Studios Inc.","Bandai Namco Entertainment"
"259","SpeedRunners","Apr 19, 2016","$14.99","N/A (N/A/84%)","2,000,000 .. 5,000,000","00:43 (00:42)","DoubleDutch Games","tinyBuild"
"260","SOMA","Sep 21, 2015","$29.99","N/A (N/A/84%)","2,000,000 .. 5,000,000","00:00 (00:00)","Frictional Games","Frictional Games"
"261","Mortal Kombat X","Apr 13, 2015","$19.99","N/A (N/A/84%)","2,000,000 .. 5,000,000","00:42 (00:27)","NetherRealm Studios, QLOC","Warner Bros. Interactive Entertainment"
"262","Just Cause 2","Mar 23, 2010","$14.99","N/A (N/A/84%)","2,000,000 .. 5,000,000","00:00 (00:00)","Avalanche Studios","Square Enix"
"263","SPORE","Dec 19, 2008","$4.99","N/A (N/A/84%)","2,000,000 .. 5,000,000","03:19 (03:08)","Maxis™","Electronic Arts"
"265","The Binding of Isaac","Sep 28, 2011","$4.99","N/A (N/A/84%)","2,000,000 .. 5,000,000","37:27 (24:57)","Edmund McMillen, Florian Himsl","Edmund McMillen"
"268","Saints Row: The Third","Nov 14, 2011","$9.99","N/A (N/A/84%)","2,000,000 .. 5,000,000","00:59 (00:19)","Volition","Deep Silver"
"269","Enter the Gungeon","Apr 5, 2016","$14.99","N/A (N/A/84%)","2,000,000 .. 5,000,000","02:04 (02:27)","Dodge Roll","Devolver Digital"
"271","Black Mesa","Mar 6, 2020","$19.99","N/A (N/A/84%)","2,000,000 .. 5,000,000","04:30 (08:47)","Crowbar Collective","Crowbar Collective"
"272","NieR:Automata","Mar 17, 2017","$39.99","N/A (N/A/84%)","2,000,000 .. 5,000,000","02:15 (02:18)","Square Enix, PlatinumGames Inc.","Square Enix"
"298","Darksiders","Sep 23, 2010","$19.99","N/A (N/A/83%)","2,000,000 .. 5,000,000","00:00 (00:00)","Vigil Games","THQ Nordic"
"301","Orcs Must Die! 2","Jul 30, 2012","$14.99","N/A (N/A/83%)","2,000,000 .. 5,000,000","02:33 (02:58)","Robot Entertainment","Robot Entertainment"
"304","HELLDIVERS Dive Harder Edition","Dec 7, 2015","$19.99","N/A (N/A/83%)","2,000,000 .. 5,000,000","11:16 (06:35)","Arrowhead Game Studios","PlayStation PC LLC"
"305","Skullgirls 2nd Encore","Aug 22, 2013","$24.99","N/A (N/A/83%)","2,000,000 .. 5,000,000","02:16 (00:45)","Hidden Variable Studios","Autumn Games"
"307","Deus Ex: Mankind Divided","Aug 23, 2016","$29.99","N/A (N/A/83%)","2,000,000 .. 5,000,000","03:42 (06:09)","Eidos Montreal, Feral Interactive (Linux), Feral Interactive (Mac)","Eidos Interactive Corp., Feral Interactive (Linux), Feral Interactive (Mac)"
"308","Alan Wake","Feb 16, 2012","$14.99","N/A (N/A/83%)","2,000,000 .. 5,000,000","00:00 (00:00)","Remedy Entertainment","Remedy Entertainment"
"309","Call of Duty: World at War","Nov 18, 2008","$19.99","N/A (N/A/83%)","2,000,000 .. 5,000,000","00:14 (00:04)","Treyarch","Activision"
"310","Grounded","Sep 27, 2022","$39.99","N/A (N/A/83%)","2,000,000 .. 5,000,000","05:57 (02:58)","Obsidian Entertainment","Xbox Game Studios"
"312","Broforce","Oct 15, 2015","$14.99","N/A (N/A/83%)","2,000,000 .. 5,000,000","01:01 (00:23)","Free Lives","Devolver Digital"
"314","METAL GEAR RISING: REVENGEANCE","Jan 9, 2014","$29.99","N/A (N/A/83%)","2,000,000 .. 5,000,000","01:02 (00:27)","PlatinumGames","Konami Digital Entertainment"
"315","Resident Evil 7 Biohazard","Jan 23, 2017","$19.99","N/A (N/A/83%)","2,000,000 .. 5,000,000","00:39 (00:51)","CAPCOM Co., Ltd.","CAPCOM Co., Ltd."
"318","Resident Evil Village","May 6, 2021","$39.99","N/A (N/A/83%)","2,000,000 .. 5,000,000","01:50 (01:31)","CAPCOM Co., Ltd.","CAPCOM Co., Ltd."
"389","Sins of a Solar Empire: Rebellion","Jun 12, 2012","$39.99","N/A (N/A/82%)","2,000,000 .. 5,000,000","19:44 (09:57)","Ironclad Games, Stardock Entertainment","Stardock Entertainment"
"393","Chivalry 2","Jun 12, 2022","$39.99","N/A (N/A/82%)","2,000,000 .. 5,000,000","08:27 (07:04)","Torn Banner Studios","Tripwire Presents"
"398","Realm of the Mad God Exalt","Feb 20, 2012","Free","N/A (N/A/82%)","2,000,000 .. 5,000,000","13:56 (18:07)","Wild Shadow Studios, Deca Games","Deca Games"
"399","Mortal Kombat 11","Apr 23, 2019","$49.99","N/A (N/A/82%)","2,000,000 .. 5,000,000","02:33 (02:01)","NetherRealm Studios, QLOC, Shiver","Warner Bros. Games, Warner Bros. Interactive Entertainment"
"401","TEKKEN 7","Jun 1, 2017","$39.99","N/A (N/A/82%)","2,000,000 .. 5,000,000","06:31 (08:48)","BANDAI NAMCO Studios Inc.","BANDAI NAMCO Entertainment"
"402","Warhammer: Vermintide 2","Mar 8, 2018","$29.99","N/A (N/A/82%)","2,000,000 .. 5,000,000","09:44 (18:30)","Fatshark","Fatshark"
"427","Dungeon Defenders","Oct 18, 2011","$14.99","N/A (N/A/81%)","2,000,000 .. 5,000,000","00:00 (00:00)","Chromatic Games","Chromatic Games"
"432","Mirror's Edge","Jan 13, 2009","$4.99","N/A (N/A/81%)","2,000,000 .. 5,000,000","05:44 (03:49)","DICE","Electronic Arts"
"433","Dragon's Dogma: Dark Arisen","Jan 15, 2016","$29.99","N/A (N/A/81%)","2,000,000 .. 5,000,000","00:32 (00:32)","Capcom","Capcom"
"434","Call of Duty: Black Ops","Nov 9, 2010","$39.99","N/A (N/A/81%)","2,000,000 .. 5,000,000","03:42 (04:53)","Treyarch","Activision"
"436","Overcooked! 2","Aug 7, 2018","$24.99","N/A (N/A/81%)","2,000,000 .. 5,000,000","02:09 (02:11)","Ghost Town Games Ltd., Team17","Team17"
"438","Wolfenstein: The New Order","May 19, 2014","$19.99","N/A (N/A/81%)","2,000,000 .. 5,000,000","13:11 (04:23)","MachineGames","Bethesda Softworks"
"440","Alien: Isolation","Oct 6, 2014","$19.99","N/A (N/A/81%)","2,000,000 .. 5,000,000","01:03 (00:21)","Creative Assembly, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)"
"444","Borderlands 3","Mar 13, 2020","$8.99","N/A (N/A/81%)","2,000,000 .. 5,000,000","09:06 (04:56)","Gearbox Software","2K"
"446","STAR WARS Jedi: Fallen Order","Nov 14, 2019","$39.99","N/A (N/A/81%)","2,000,000 .. 5,000,000","04:28 (03:20)","Respawn Entertainment","Electronic Arts"
"448","Starbound","Jul 22, 2016","$14.99","N/A (N/A/81%)","2,000,000 .. 5,000,000","00:55 (00:36)","Chucklefish","Chucklefish"
"546","Trine Enchanted Edition","Jul 2, 2009","$3.74","N/A (N/A/80%)","2,000,000 .. 5,000,000","00:00 (00:00)","Frozenbyte","Frozenbyte"
"550","Sleeping Dogs","Jan 17, 1983","N/A","N/A (N/A/80%)","2,000,000 .. 5,000,000","00:00 (00:00)","United Front Games","Square Enix"
"551","Brutal Legend","Feb 26, 2013","$14.99","N/A (N/A/80%)","2,000,000 .. 5,000,000","00:00 (00:00)","Double Fine Productions","Double Fine Productions"
"557","Far Cry 4","Nov 18, 2014","$29.99","N/A (N/A/80%)","2,000,000 .. 5,000,000","09:57 (07:53)","Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev","Ubisoft"
"560","Elite Dangerous","Apr 2, 2015","$7.49","N/A (N/A/80%)","2,000,000 .. 5,000,000","05:27 (07:36)","Frontier Developments","Frontier Developments"
"562","Outlast","Sep 4, 2013","$19.99","N/A (N/A/80%)","2,000,000 .. 5,000,000","04:31 (07:29)","Red Barrels","Red Barrels"
"575","Jotun: Valhalla Edition","Sep 29, 2015","$14.99","N/A (N/A/79%)","2,000,000 .. 5,000,000","00:00 (00:00)","Thunder Lotus Games","Thunder Lotus Games"
"593","Call of Juarez: Gunslinger","May 22, 2013","$14.99","N/A (N/A/79%)","2,000,000 .. 5,000,000","00:00 (00:00)","Techland","Techland Publishing"
"594","Hitman: Absolution","Nov 19, 2012","$19.99","N/A (N/A/79%)","2,000,000 .. 5,000,000","09:35 (03:11)","Io-Interactive A/S","Io-Interactive A/S"
"595","Chivalry: Medieval Warfare","Oct 16, 2012","$24.99","N/A (N/A/79%)","2,000,000 .. 5,000,000","01:01 (00:20)","Torn Banner Studios","Torn Banner Studios"
"596","Resident Evil 4 (2005)","Feb 27, 2014","$19.99","N/A (N/A/79%)","2,000,000 .. 5,000,000","06:07 (05:50)","Capcom","Capcom"
"597","DARK SOULS II: Scholar of the First Sin","Apr 1, 2015","$29.99","N/A (N/A/79%)","2,000,000 .. 5,000,000","12:03 (15:38)","FromSoftware, Inc","Bandai Namco Entertainment, FromSoftware, Inc"
"598","Hell Let Loose","Jul 27, 2021","$39.99","N/A (N/A/79%)","2,000,000 .. 5,000,000","09:43 (07:35)","Black Matter Pty Ltd","Team17"
"716","Awesomenauts - the 2D moba","Aug 1, 2012","Free","N/A (N/A/78%)","2,000,000 .. 5,000,000","03:07 (01:02)","Ronimo Games","Ronimo Games"
"722","Remnant: From the Ashes","Aug 19, 2019","$15.99","N/A (N/A/78%)","2,000,000 .. 5,000,000","05:32 (02:34)","Gunfire Games","Gearbox Publishing"
"725","Sniper Elite 4","Feb 13, 2017","$59.99","N/A (N/A/78%)","2,000,000 .. 5,000,000","01:19 (01:08)","Rebellion","Rebellion"
"726","Star Wars: Battlefront 2 (Classic, 2005)","Nov 1, 2005","$9.99","N/A (N/A/78%)","2,000,000 .. 5,000,000","02:00 (01:19)","Pandemic Studios","Lucasfilm, LucasArts, Disney"
"728","Insurgency: Sandstorm","Dec 12, 2018","$29.99","N/A (N/A/78%)","2,000,000 .. 5,000,000","03:15 (01:25)","New World Interactive","Focus Entertainment"
"729","Mount & Blade: Warband","Mar 31, 2010","$19.99","N/A (N/A/78%)","2,000,000 .. 5,000,000","02:03 (03:00)","TaleWorlds Entertainment","TaleWorlds Entertainment"
"759","Arma 2","Jul 4, 1970","$12.99","N/A (N/A/77%)","2,000,000 .. 5,000,000","00:00 (00:00)","Bohemia Interactive","Bohemia Interactive"
"776","Sanctum 2","May 15, 2013","$14.99","N/A (N/A/77%)","2,000,000 .. 5,000,000","00:00 (00:00)","Coffee Stain Studios","Coffee Stain Publishing"
"780","Alien Swarm","Jul 19, 2010","Free","N/A (N/A/77%)","2,000,000 .. 5,000,000","00:01 (00:00)","Valve","Valve"
"788","Mafia II (Classic)","Mar 22, 2011","$9.89","N/A (N/A/77%)","2,000,000 .. 5,000,000","06:19 (06:44)","2K Czech","2K"
"825","Red Orchestra 2: Heroes of Stalingrad with Rising Storm","Sep 13, 2011","$9.99","N/A (N/A/76%)","2,000,000 .. 5,000,000","01:13 (00:48)","Tripwire Interactive","Tripwire Interactive"
"826","PAYDAY The Heist","Oct 20, 2011","$14.99","N/A (N/A/76%)","2,000,000 .. 5,000,000","00:00 (00:00)","OVERKILL Software","Daybreak Game Company"
"827","Spec Ops: The Line","Jun 25, 2012","$29.99","N/A (N/A/76%)","2,000,000 .. 5,000,000","01:32 (00:30)","YAGER","2K, Missing Link Games"
"828","Metro: Last Light Redux","Aug 25, 2014","$3.99","N/A (N/A/76%)","2,000,000 .. 5,000,000","14:38 (09:00)","4A Games","Deep Silver"
"830","Kingdom Come: Deliverance","Feb 13, 2018","$29.99","N/A (N/A/76%)","2,000,000 .. 5,000,000","20:37 (20:37)","Warhorse Studios","Warhorse Studios, Prime Matter"
"941","Star Conflict","Feb 27, 2013","Free","N/A (N/A/75%)","2,000,000 .. 5,000,000","00:35 (00:23)","Star Gem Inc.","Gaijin Distribution KFT"
"942","Alice: Madness Returns","Jun 17, 2011","$3.99","N/A (N/A/75%)","2,000,000 .. 5,000,000","02:40 (00:53)","Spicy Horse Games","Electronic Arts"
"944","Blacklight: Retribution","Jul 2, 2012","N/A","N/A (N/A/75%)","2,000,000 .. 5,000,000","00:00 (00:00)","Hardsuit Labs, Inc.","Hardsuit Labs, Inc."
"948","Borderlands: The Pre-Sequel","Oct 14, 2014","$3.99","N/A (N/A/75%)","2,000,000 .. 5,000,000","02:41 (00:53)","2K Australia, Gearbox Software, Aspyr (Linux)","2K, Aspyr (Linux)"
"950","Kenshi","Dec 6, 2018","$29.99","N/A (N/A/75%)","2,000,000 .. 5,000,000","04:11 (05:57)","Lo-Fi Games","Lo-Fi Games"
"951","Killing Floor 2","Nov 18, 2016","$29.99","N/A (N/A/75%)","2,000,000 .. 5,000,000","41:50 (56:25)","Tripwire Interactive","Tripwire Interactive"
"1010","Stories: The Path of Destinies","Apr 12, 2016","$14.99","N/A (N/A/74%)","2,000,000 .. 5,000,000","00:00 (00:00)","Spearhead Games","Spearhead Games"
"1024","Warhammer 40,000: Space Marine - Anniversary Edition","Sep 5, 2011","$59.99","N/A (N/A/74%)","2,000,000 .. 5,000,000","00:07 (00:02)","Relic Entertainment","SEGA"
"1026","Magicka","Jan 25, 2011","$9.99","N/A (N/A/74%)","2,000,000 .. 5,000,000","00:23 (00:15)","Arrowhead Game Studios","Paradox Interactive"
"1028","Call of Duty: Black Ops II","Nov 12, 2012","$49.99","N/A (N/A/74%)","2,000,000 .. 5,000,000","00:28 (00:27)","Treyarch","Activision"
"1029","Batman: Arkham Origins","Oct 24, 2013","$19.99","N/A (N/A/74%)","2,000,000 .. 5,000,000","09:06 (06:03)","WB Games Montreal, Splash Damage","Warner Bros. Interactive Entertainment"
"1030","Just Cause 3","Nov 30, 2015","$19.99","N/A (N/A/74%)","2,000,000 .. 5,000,000","00:59 (00:53)","Avalanche Studios","Square Enix"
"1031","Insurgency","Jan 22, 2014","$14.99","N/A (N/A/74%)","2,000,000 .. 5,000,000","04:34 (05:48)","New World Interactive","New World Interactive"
"1049","Arma 2: Operation Arrowhead","Jun 29, 2010","$19.99","N/A (N/A/73%)","2,000,000 .. 5,000,000","00:00 (00:00)","Bohemia Interactive","Bohemia Interactive"
"1050","Shadow Warrior","Sep 26, 2013","$9.99","N/A (N/A/73%)","2,000,000 .. 5,000,000","00:00 (00:00)","Flying Wild Hog","Devolver Digital"
"1054","Mad Max","Sep 1, 2015","$19.99","N/A (N/A/73%)","2,000,000 .. 5,000,000","00:08 (00:02)","Avalanche Studios","Warner Bros. Games, Warner Bros. Interactive Entertainment"
"1159","Block N Load","Apr 30, 2015","Free","N/A (N/A/72%)","2,000,000 .. 5,000,000","00:00 (00:00)","Toadman Interactive, Artplant","Toadman Interactive"
"1161","Saints Row 2","Jan 28, 2009","$9.99","N/A (N/A/72%)","2,000,000 .. 5,000,000","03:45 (01:15)","Volition","Deep Silver"
"1163","DC Universe Online","Nov 2, 2011","Free","N/A (N/A/72%)","2,000,000 .. 5,000,000","00:00 (00:00)","Dimensional Ink Games","Daybreak Game Company"
"1166","Bully: Scholarship Edition","Oct 21, 2008","$14.99","N/A (N/A/72%)","2,000,000 .. 5,000,000","00:01 (00:00)","Rockstar New England","Rockstar Games"
"1170","CODE VEIN","Sep 26, 2019","$59.99","N/A (N/A/72%)","2,000,000 .. 5,000,000","12:53 (24:48)","Bandai Namco Studios","Bandai Namco Entertainment"
"1171","Killing Floor","May 14, 2009","$19.99","N/A (N/A/72%)","2,000,000 .. 5,000,000","01:56 (00:38)","Tripwire Interactive","Tripwire Interactive"
"1172","Need for Speed Heat","Nov 8, 2019","$69.99","N/A (N/A/72%)","2,000,000 .. 5,000,000","03:00 (05:16)","Ghost Games","Electronic Arts"
"1277","Homefront","Mar 14, 2011","$3.99","N/A (N/A/70%)","2,000,000 .. 5,000,000","00:00 (00:00)","Kaos Studios, Digital Extremes","Deep Silver"
"1297","Wolfenstein: Youngblood","Jul 25, 2019","$19.99","N/A (N/A/69%)","2,000,000 .. 5,000,000","00:00 (00:00)","Machine Games, Arkane Studios","Bethesda Softworks"
"1303","Resident Evil 6","Mar 22, 2013","$29.99","N/A (N/A/69%)","2,000,000 .. 5,000,000","05:34 (04:57)","Capcom","Capcom"
"1407","Men of War: Assault Squad 2","May 15, 2014","$29.99","N/A (N/A/68%)","2,000,000 .. 5,000,000","02:13 (02:00)","Digitalmindsoft","Fulqrum Publishing"
"1457","The Bureau: XCOM Declassified","Aug 19, 2013","$19.99","N/A (N/A/66%)","2,000,000 .. 5,000,000","01:03 (00:21)","2K Marin","2K"
"1461","Sniper Elite V2","Sep 7, 1987","N/A","N/A (N/A/66%)","2,000,000 .. 5,000,000","00:20 (00:06)","Rebellion","Rebellion"
"1541","Counter-Strike: Condition Zero","Mar 1, 2004","$9.99","N/A (N/A/65%)","2,000,000 .. 5,000,000","00:00 (00:00)","Valve","Valve"
"1549","Defiance","Jun 4, 2014","N/A","N/A (N/A/64%)","2,000,000 .. 5,000,000","00:00 (00:00)","Trion Worlds","Trion Worlds"
"1550","Guns of Icarus Online","Oct 29, 2012","$4.99","N/A (N/A/64%)","2,000,000 .. 5,000,000","00:00 (00:00)","Muse Games","Muse Games"
"1551","Spiral Knights","Jun 14, 2011","Free","N/A (N/A/64%)","2,000,000 .. 5,000,000","03:58 (01:19)","Grey Havens","Grey Havens"
"1637","Friday the 13th: The Game","May 25, 2017","$14.99","N/A (N/A/61%)","2,000,000 .. 5,000,000","00:00 (00:00)","IllFonic","Gun Media"
"1682","Wolcen: Lords of Mayhem","Feb 13, 2020","$9.99","N/A (N/A/60%)","2,000,000 .. 5,000,000","20:24 (39:30)","WOLCEN Studio","WOLCEN Studio"
"1689","POSTAL 2","Apr 14, 2003","$9.99","N/A (N/A/59%)","2,000,000 .. 5,000,000","02:12 (02:46)","Running With Scissors","Running With Scissors"
"1770","Crucible Beta","May 20, 2020","N/A","N/A (N/A/56%)","2,000,000 .. 5,000,000","00:00 (00:00)","Relentless Studios","Amazon Games"
"4517","Knight Online","Jan 25, 2016","Free","N/A (N/A)","2,000,000 .. 5,000,000","00:10 (00:03)","Noah System, Mgame","NTTGame"
"4522","Line of Sight","Jan 31, 2017","Free","N/A (N/A)","2,000,000 .. 5,000,000","00:19 (00:06)","BlackSpot Entertainment","BlackSpot Entertainment"
"4527","Argo","Jun 22, 2017","N/A","N/A (N/A)","2,000,000 .. 5,000,000","00:00 (00:00)","Bohemia Interactive","Bohemia Interactive"
"4549","GunZ 2: The Second Duel","May 1, 2014","Free","N/A (N/A)","2,000,000 .. 5,000,000","00:00 (00:00)","Masangsoft, Inc.","Masangsoft, Inc."
"4552","ARK: Survival Of The Fittest","Aug 29, 2017","$19.99","N/A (N/A)","2,000,000 .. 5,000,000","00:00 (00:00)","Studio Wildcard, Instinct Games, Efecto Studios, Virtual Basement LLC","Studio Wildcard"
"4555","Grand Theft Auto: Episodes from Liberty City","Apr 12, 2010","N/A","N/A (N/A)","2,000,000 .. 5,000,000","00:00 (00:00)","Rockstar North / Toronto","Rockstar Games"
"4559","S.K.I.L.L. - Special Force 2 (Shooter)","Sep 12, 2013","N/A","N/A (N/A)","2,000,000 .. 5,000,000","00:00 (00:00)","Dragonfly GF Co., LTD","Space Budgie"
"4561","America's Army: Proving Grounds","Oct 1, 2015","N/A","N/A (N/A)","2,000,000 .. 5,000,000","161:31 (107:40)","U.S. Army","U.S. Army"
"4567","Stay Out","Nov 27, 2019","Free","N/A (N/A)","2,000,000 .. 5,000,000","00:29 (00:19)","MOBITECH LLC","MOBITECH LLC"
"4573","Gotham City Impostors Free to Play","Aug 30, 2012","N/A","N/A (N/A)","2,000,000 .. 5,000,000","00:00 (00:00)","Monolith Productions, Inc.","Warner Bros. Interactive Entertainment"
"4576","Metin2","Dec 17, 2006","N/A","N/A (N/A)","2,000,000 .. 5,000,000","00:00 (00:00)","WEBZEN Inc.","Gameforge 4D GmbH"
"4577","Double Action: Boogaloo","Oct 23, 2014","Free","N/A (N/A)","2,000,000 .. 5,000,000","00:00 (00:00)","Double Action Factory","Double Action Factory"
"4579","WARMODE","Sep 13, 2019","Free","N/A (N/A)","2,000,000 .. 5,000,000","00:00 (00:00)","Novalink","Novalink"
