Game,Release date,Price,Owners,Developer(s),Publisher(s),Owners_min,Owners_max,Owners_min_text,Owners_max_text,dev_pub_relation,accion,aventura,deportes,early,estrategia,free,mmorpg,rpg,simulacion,indie,Release year,dev_code
Super Monkey Ball: Banana Blitz HD,2019-12-10,29.99,"20,000 .. 50,000",SEGA,SEGA,2.00E+04,50000.0,20.0K,50.0K,igual,1,0,0,0,0,0,0,0,0,0,2019.0,7
LEFT ALIVE,2019-03-05,59.99,"20,000 .. 50,000",Square Enix,Square Enix,2.00E+04,50000.0,20.0K,50.0K,igual,1,0,0,0,0,0,0,0,0,0,2019.0,9
Call Of Unity,2021-10-21,0.28,"20,000 .. 50,000",RewindApp,RewindApp,2.00E+04,50000.0,20.0K,50.0K,igual,1,0,0,0,0,0,0,0,0,1,2021.0,11
Capcom Fighting Collection,2022-06-23,39.99,"20,000 .. 50,000","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",2.00E+04,50000.0,20.0K,50.0K,igual,1,0,0,0,0,0,0,0,0,0,2022.0,2
WARRIORS ALL-STARS,2017-08-29,59.99,"20,000 .. 50,000","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",2.00E+04,50000.0,20.0K,50.0K,igual,1,0,0,0,0,0,0,0,0,0,2017.0,5
Grand Theft Auto III – The Definitive Edition,2023-01-19,59.99,"20,000 .. 50,000",Rockstar Games,Rockstar Games,2.00E+04,50000.0,20.0K,50.0K,igual,1,1,0,0,0,0,0,0,0,0,2023.0,3
Ghosts 'n Goblins Resurrection,2021-05-31,29.99,"20,000 .. 50,000","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",2.00E+04,50000.0,20.0K,50.0K,igual,1,0,0,0,0,0,0,0,0,0,2021.0,2
Immortals Fenyx Rising,2022-12-15,59.99,"20,000 .. 50,000",Ubisoft,Ubisoft,2.00E+04,50000.0,20.0K,50.0K,igual,1,1,0,0,0,0,0,1,0,0,2022.0,4
Grand Theft Auto: Vice City – The Definitive Edition,2023-01-19,59.99,"20,000 .. 50,000",Rockstar Games,Rockstar Games,2.00E+04,50000.0,20.0K,50.0K,igual,1,1,0,0,0,0,0,0,0,0,2023.0,3
SAMURAI WARRIORS 5,2021-07-26,59.99,"20,000 .. 50,000","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",2.00E+04,50000.0,20.0K,50.0K,igual,1,0,0,0,0,0,0,0,0,0,2021.0,5
HARVESTELLA,2022-11-04,59.99,"20,000 .. 50,000",Square Enix,Square Enix,2.00E+04,50000.0,20.0K,50.0K,igual,1,0,0,0,0,0,0,1,1,0,2022.0,9
BERSERK and the Band of the Hawk,2017-02-21,59.99,"20,000 .. 50,000","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",2.00E+04,50000.0,20.0K,50.0K,igual,1,0,0,0,0,0,0,0,0,0,2017.0,5
Ecco the Dolphin,2010-06-01,0.99,"20,000 .. 50,000",SEGA,SEGA,2.00E+04,50000.0,20.0K,50.0K,igual,1,0,0,0,0,0,0,0,0,0,2010.0,7
Enoki,2020-11-13,9.99,"20,000 .. 50,000",Dnovel,My Way Games,2.00E+04,50000.0,20.0K,50.0K,distinto,1,1,0,0,0,0,0,0,0,1,2020.0,19
Y.E.T.I,2021-01-29,0.99,"20,000 .. 50,000",Racing Bros,ANPA.US,2.00E+04,50000.0,20.0K,50.0K,distinto,1,0,0,0,0,0,0,0,0,1,2021.0,10
Yet Another Survival Game,2019-02-28,0.28,"20,000 .. 50,000",RewindApp,RewindApp,2.00E+04,50000.0,20.0K,50.0K,igual,1,1,0,0,0,0,0,0,0,1,2019.0,11
Lost,2018-07-09,0.28,"20,000 .. 50,000",RewindApp,RewindApp,2.00E+04,50000.0,20.0K,50.0K,igual,1,1,0,1,1,0,0,1,0,1,2018.0,11
Comix Zone,2010-06-01,0.99,"20,000 .. 50,000",SEGA,SEGA,2.00E+04,50000.0,20.0K,50.0K,igual,1,0,0,0,0,0,0,0,0,0,2010.0,7
Golden Axe,2010-06-01,0.99,"20,000 .. 50,000",SEGA,SEGA,2.00E+04,50000.0,20.0K,50.0K,igual,1,0,0,0,0,0,0,0,0,0,2010.0,7
Streets of Rage 2,2011-01-26,0.99,"20,000 .. 50,000",SEGA,SEGA,2.00E+04,50000.0,20.0K,50.0K,igual,1,0,0,0,0,0,0,0,0,0,2011.0,7
Putinoids VS Navalnyats - Путиноиды Против Навальнят,2018-05-16,0.99,"20,000 .. 50,000","Nikita ""Ghost_RUS""",Ghost_RUS Games,2.00E+04,50000.0,20.0K,50.0K,distinto,1,1,0,0,0,0,0,0,0,1,2018.0,24
Pixel Space Battles,2017-11-14,0.99,"20,000 .. 50,000","Nikita ""Ghost_RUS""",Ghost_RUS Games,2.00E+04,50000.0,20.0K,50.0K,distinto,1,0,0,0,0,0,0,0,0,1,2017.0,24
Africa Hunting,2017-12-06,0.99,"20,000 .. 50,000","Nikita ""Ghost_RUS""",Ghost_RUS Games,2.00E+04,50000.0,20.0K,50.0K,distinto,1,1,0,0,0,0,0,0,0,1,2017.0,24
Shadow Dancer,2010-06-01,0.99,"20,000 .. 50,000",SEGA,SEGA,2.00E+04,50000.0,20.0K,50.0K,igual,1,0,0,0,0,0,0,0,0,0,2010.0,7
Knights Hunt,2018-03-20,0.99,"20,000 .. 50,000",Racing Bros,ANPA.US,2.00E+04,50000.0,20.0K,50.0K,distinto,1,0,0,0,0,0,0,0,1,1,2018.0,10
West of Red,2018-03-07,0.99,"20,000 .. 50,000",Racing Bros,ANPA.US,2.00E+04,50000.0,20.0K,50.0K,distinto,1,0,0,0,0,0,0,0,1,1,2018.0,10
Kill To Live,2022-01-20,1.99,"20,000 .. 50,000",Sweet Games,Sweet Games,2.00E+04,50000.0,20.0K,50.0K,igual,1,1,0,0,0,0,0,0,1,1,2022.0,8
Proxy Air Force,2020-05-29,3.99,"20,000 .. 50,000",Anamik Majumdar,Anamik Majumdar,2.00E+04,50000.0,20.0K,50.0K,igual,1,0,0,0,0,0,0,0,0,1,2020.0,20
Furries & Scalies: Super Scary Halloween Spooky Times,2020-06-08,9.99,"20,000 .. 50,000",Stegalosaurus Game Development,Stegalosaurus Game Development,2.00E+04,50000.0,20.0K,50.0K,igual,1,1,1,0,1,0,0,0,1,1,2020.0,25
Pilot's Misadventures,2021-03-25,0.99,"20,000 .. 50,000",Reforged Group,Reforged Group,2.00E+04,50000.0,20.0K,50.0K,igual,1,0,0,0,0,0,0,0,0,1,2021.0,26
Warships On The Halloween Night,2019-09-13,0.49,"20,000 .. 50,000",Anamik Majumdar,Anamik Majumdar,2.00E+04,50000.0,20.0K,50.0K,igual,1,0,0,0,0,0,0,0,0,1,2019.0,20
Box Nation [] Lets Go Build and Fight,2020-04-06,99.99,"20,000 .. 50,000",Hede,Hede,2.00E+04,50000.0,20.0K,50.0K,igual,1,1,0,1,1,0,0,1,1,1,2020.0,18
Zack Y,2018-12-07,0.49,"20,000 .. 50,000",Anamik Majumdar,Anamik Majumdar,2.00E+04,50000.0,20.0K,50.0K,igual,1,1,0,0,0,0,0,0,0,1,2018.0,20
Color Pixel Heroes,2021-04-08,0.39,"20,000 .. 50,000",Boogygames Studios,Boogygames Studios,2.00E+04,50000.0,20.0K,50.0K,igual,1,1,1,0,1,0,0,1,1,1,2021.0,14
Frontiers.io,2017-10-12,0.49,"20,000 .. 50,000",Boogygames Studios,Boogygames Studios,2.00E+04,50000.0,20.0K,50.0K,igual,1,1,1,0,1,0,0,0,1,1,2017.0,14
Elite Archery,2018-11-29,0.28,"20,000 .. 50,000",RewindApp,RewindApp,2.00E+04,50000.0,20.0K,50.0K,igual,1,1,0,0,1,0,0,0,0,1,2018.0,11
Hero Sword,2021-04-29,3.99,"20,000 .. 50,000",Reforged Group,Reforged Group,2.00E+04,50000.0,20.0K,50.0K,igual,1,0,0,0,0,0,0,0,0,1,2021.0,26
Interstellar Airgap,2021-10-07,5.99,"20,000 .. 50,000",Hosted Games,Hosted Games,2.00E+04,50000.0,20.0K,50.0K,igual,1,1,0,0,1,0,0,1,0,1,2021.0,27
Blackbeard the Cursed Jungle,2019-09-18,0.49,"20,000 .. 50,000",Boogygames Studios,Boogygames Studios,2.00E+04,50000.0,20.0K,50.0K,igual,1,1,0,0,1,0,0,0,0,1,2019.0,14
Truck Truck,2020-09-24,99.99,"20,000 .. 50,000",Hede,Hede,2.00E+04,50000.0,20.0K,50.0K,igual,1,1,1,0,1,0,0,1,1,1,2020.0,18
dead run,2020-07-01,2.99,"20,000 .. 50,000",Sokpop Collective,Sokpop Collective,2.00E+04,50000.0,20.0K,50.0K,igual,1,1,0,0,0,0,0,0,0,1,2020.0,28
Cliffhanger: Challenger of Tomorrow,2021-11-24,6.99,"20,000 .. 50,000",Choice of Games,Choice of Games,2.00E+04,50000.0,20.0K,50.0K,igual,1,1,0,0,0,0,0,1,0,1,2021.0,29
Blood for Poppies,2021-08-19,5.99,"20,000 .. 50,000",Hosted Games,Hosted Games,2.00E+04,50000.0,20.0K,50.0K,igual,1,1,0,0,0,0,0,1,0,1,2021.0,27
Iblis,2020-12-25,3.99,"20,000 .. 50,000",Reforged Group,Reforged Group,2.00E+04,50000.0,20.0K,50.0K,igual,1,0,0,0,0,0,0,0,0,1,2020.0,26
Tankex,2019-05-30,0.28,"0 .. 20,000",RewindApp,RewindApp,0.00E+00,20000.0,0,20.0K,igual,1,0,0,0,0,0,0,0,0,1,2019.0,11
Trivia Vault: Science & History Trivia 2,2017-09-01,9.99,"0 .. 20,000",Ripknot Systems,Ripknot Systems,0.00E+00,20000.0,0,20.0K,igual,1,0,0,0,1,0,0,0,1,1,2017.0,23
Club Naughty,2016-11-18,24.99,"0 .. 20,000",Ripknot Systems,Ripknot Systems,0.00E+00,20000.0,0,20.0K,igual,1,0,0,0,1,0,0,1,1,1,2016.0,23
Trivia Vault: 1980's Trivia 2,2017-08-22,9.99,"0 .. 20,000",Ripknot Systems,Ripknot Systems,0.00E+00,20000.0,0,20.0K,igual,1,0,0,0,1,0,0,0,1,1,2017.0,23
Trivia Vault: Mini Mixed Trivia 3,2017-09-19,9.99,"0 .. 20,000",Ripknot Systems,Ripknot Systems,0.00E+00,20000.0,0,20.0K,igual,1,0,0,0,1,0,0,0,1,1,2017.0,23
Vampire: The Masquerade — Sins of the Sires,2022-03-24,11.99,"0 .. 20,000",Choice of Games,Choice of Games,0.00E+00,20000.0,0,20.0K,igual,1,1,0,0,0,0,0,1,0,1,2022.0,29
Trivia Vault: Mini Mixed Trivia 4,2017-09-21,9.99,"0 .. 20,000",Ripknot Systems,Ripknot Systems,0.00E+00,20000.0,0,20.0K,igual,1,0,0,0,1,0,0,0,1,1,2017.0,23
bobo robot,2019-08-01,2.99,"0 .. 20,000",Sokpop Collective,Sokpop Collective,0.00E+00,20000.0,0,20.0K,igual,1,1,0,0,0,0,0,0,0,1,2019.0,28
Rocket Skates VR,2021-04-16,9.99,"0 .. 20,000",EpiXR Games UG,EpiXR Games UG,0.00E+00,20000.0,0,20.0K,igual,1,0,1,0,0,0,0,0,1,1,2021.0,30
The Elder Scrolls Adventures: Redguard,2022-04-26,5.99,"0 .. 20,000",Bethesda Softworks,Bethesda Softworks,0.00E+00,20000.0,0,20.0K,igual,1,0,0,0,0,0,0,1,0,0,2022.0,31
Tanky Tanks 2,2023-03-20,9.99,"0 .. 20,000",EpiXR Games UG,EpiXR Games UG,0.00E+00,20000.0,0,20.0K,igual,1,0,0,0,0,0,0,0,0,1,2023.0,30
真实幻象 / Behind The Truth,2018-02-13,2.19,"0 .. 20,000",橙光游戏,橙光游戏,0.00E+00,20000.0,0,20.0K,igual,1,0,0,0,0,0,0,0,0,0,2018.0,32
Car Constructor,2021-05-07,0.29,"0 .. 20,000",Sweet Games,Sweet Games,0.00E+00,20000.0,0,20.0K,igual,1,1,1,0,0,0,0,0,1,1,2021.0,8
Trivia Vault: Classic Rock Trivia,2017-08-17,9.99,"0 .. 20,000",Ripknot Systems,Ripknot Systems,0.00E+00,20000.0,0,20.0K,igual,1,0,0,0,1,0,0,0,1,1,2017.0,23
Air Bounce - The Jump 'n' Run Challenge,2020-12-21,2.49,"0 .. 20,000",EpiXR Games UG,EpiXR Games UG,0.00E+00,20000.0,0,20.0K,igual,1,0,0,0,0,0,0,0,0,1,2020.0,30
The Last Hope: Atomic Bomb - Crypto War,2018-04-06,99.99,"0 .. 20,000","Atomic Fabrik, Cristian Manolachi","Atomic Fabrik, Cristian Manolachi",0.00E+00,20000.0,0,20.0K,igual,1,1,0,0,1,0,0,0,1,1,2018.0,16
Aery - A Journey Beyond Time,2021-02-25,4.99,"0 .. 20,000",EpiXR Games UG,EpiXR Games UG,0.00E+00,20000.0,0,20.0K,igual,1,1,0,0,0,0,0,0,1,1,2021.0,30
Ultimate Spider Hero,2018-01-26,1.99,"0 .. 20,000",For Kids,For Kids,0.00E+00,20000.0,0,20.0K,igual,1,0,0,0,0,0,0,0,0,1,2018.0,33
Hellblusser,2021-08-10,4.99,"0 .. 20,000",Sokpop Collective,Sokpop Collective,0.00E+00,20000.0,0,20.0K,igual,1,0,0,0,0,0,0,0,0,1,2021.0,28
Minions Battle,2019-05-17,0.28,"0 .. 20,000",RewindApp,RewindApp,0.00E+00,20000.0,0,20.0K,igual,1,0,0,0,0,0,0,0,0,1,2019.0,11
Bloody Glimpse,2017-10-04,0.99,"0 .. 20,000",Racing Bros,ANPA.US,0.00E+00,20000.0,0,20.0K,distinto,1,0,0,0,0,0,0,0,1,1,2017.0,10
helionaut,2020-07-06,2.99,"0 .. 20,000",Sokpop Collective,Sokpop Collective,0.00E+00,20000.0,0,20.0K,igual,1,1,0,0,0,0,0,0,1,1,2020.0,28
Fidget Spinner Editor,2017-10-09,0.49,"0 .. 20,000",Boogygames Studios,Boogygames Studios,0.00E+00,20000.0,0,20.0K,igual,1,1,1,0,1,0,0,0,1,1,2017.0,14
WTF,2019-08-11,0.99,"0 .. 20,000",Racing Bros,ANPA.US,0.00E+00,20000.0,0,20.0K,distinto,1,0,0,0,0,0,0,0,0,1,2019.0,10
Get Achievements for Achievements,2022-03-01,1.99,"0 .. 20,000",Dnovel,Dnovel,0.00E+00,20000.0,0,20.0K,igual,1,1,0,0,0,0,0,0,0,1,2022.0,19
GLAD VALAKAS TOWER DEFENCE 2,2019-03-07,2.99,"0 .. 20,000",Snkl Studio,Snkl Studio,0.00E+00,20000.0,0,20.0K,igual,1,0,0,0,1,0,0,0,0,1,2019.0,34
Deep GachiGASM,2017-11-13,1.99,"0 .. 20,000","Nikita ""Ghost_RUS""",Ghost_RUS Games,0.00E+00,20000.0,0,20.0K,distinto,1,0,0,0,0,0,0,0,0,1,2017.0,24
Last Anime boy: Saving loli,2017-11-23,0.99,"0 .. 20,000",CSM,W.T.B.,0.00E+00,20000.0,0,20.0K,distinto,1,0,0,0,0,0,0,0,0,1,2017.0,35
The Search For Fran,2021-07-11,0.99,"0 .. 20,000",Archor Wright,Archor Games,0.00E+00,20000.0,0,20.0K,distinto,1,1,0,0,0,0,0,0,1,1,2021.0,36
Touken Ranbu Warriors,2022-05-23,59.99,"0 .. 20,000","KOEI TECMO GAMES CO., LTD.","DMM GAMES, KOEI TECMO GAMES CO., LTD.",0.00E+00,20000.0,0,20.0K,distinto,1,0,0,0,0,0,0,0,0,0,2022.0,5
Featherfall,2019-02-13,2.99,"0 .. 20,000",Sokpop Collective,Sokpop Collective,0.00E+00,20000.0,0,20.0K,igual,1,1,0,0,0,0,0,1,0,1,2019.0,28
Putin kills: Coronavirus,2020-05-15,0.99,"0 .. 20,000",CSM,W. T. B.,0.00E+00,20000.0,0,20.0K,distinto,1,1,0,0,0,0,0,0,0,1,2020.0,35
ARSLAN: THE WARRIORS OF LEGEND,2016-02-09,59.99,"0 .. 20,000","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",0.00E+00,20000.0,0,20.0K,igual,1,0,0,0,0,0,0,0,0,0,2016.0,5
fishy,2020-01-17,2.99,"0 .. 20,000",Sokpop Collective,Sokpop Collective,0.00E+00,20000.0,0,20.0K,igual,1,0,0,0,0,0,0,0,0,1,2020.0,28
Nazi Bunker,2018-07-20,0.99,"0 .. 20,000","Nikita ""Ghost_RUS""",Ghost_RUS Games,0.00E+00,20000.0,0,20.0K,distinto,1,1,0,0,0,0,0,0,0,1,2018.0,24
GLAD VALAKAS TOWER DEFENCE,2018-12-14,4.99,"0 .. 20,000",Snkl Studio,Snkl Studio,0.00E+00,20000.0,0,20.0K,igual,1,0,0,0,1,0,0,0,0,1,2018.0,34
Rampage Miami,2019-12-05,0.28,"0 .. 20,000",RewindApp,RewindApp,0.00E+00,20000.0,0,20.0K,igual,1,0,0,0,0,0,0,0,0,1,2019.0,11
Rescue Operation,2021-04-21,3.99,"0 .. 20,000",Laush Dmitriy Sergeevich,Laush Studio,0.00E+00,20000.0,0,20.0K,distinto,1,1,0,0,0,0,0,0,0,1,2021.0,22
Fallen Hero: Retribution,2023-02-02,11.99,"0 .. 20,000",Hosted Games,Hosted Games,0.00E+00,20000.0,0,20.0K,igual,1,1,0,0,0,0,0,1,0,1,2023.0,27
BLADESTORM: Nightmare,2015-05-28,59.99,"0 .. 20,000","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",0.00E+00,20000.0,0,20.0K,igual,1,0,0,0,0,0,0,0,0,0,2015.0,5
Hammer 2,2017-10-30,0.49,"0 .. 20,000",RewindApp,RewindApp,0.00E+00,20000.0,0,20.0K,igual,1,1,0,0,0,0,0,0,0,1,2017.0,11
Putin VS ISIS,2018-04-02,0.99,"0 .. 20,000","Nikita ""Ghost_RUS""",Ghost_RUS Games,0.00E+00,20000.0,0,20.0K,distinto,1,0,0,0,0,0,0,0,0,1,2018.0,24
My Friend Stalin,2021-06-18,0.99,"0 .. 20,000",Sweet Games,Sweet Games,0.00E+00,20000.0,0,20.0K,igual,1,1,0,0,0,0,0,1,1,1,2021.0,8
SAMURAI WARRIORS: Spirit of Sanada,2017-05-23,49.99,"0 .. 20,000","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",0.00E+00,20000.0,0,20.0K,igual,1,0,0,0,0,0,0,0,0,0,2017.0,5
Temple of Endless Night,2021-11-12,5.99,"0 .. 20,000",Hosted Games,Hosted Games,0.00E+00,20000.0,0,20.0K,igual,1,1,0,0,0,0,0,1,0,1,2021.0,27
Epic Princess,2022-11-18,0.99,"0 .. 20,000",Archor Wright,Archor Games,0.00E+00,20000.0,0,20.0K,distinto,1,0,0,0,0,0,0,0,0,0,2022.0,36
Gongo,2021-02-14,2.99,"0 .. 20,000",Reforged Group,Reforged Group,0.00E+00,20000.0,0,20.0K,igual,1,0,0,0,0,0,0,0,0,1,2021.0,26
Cat Knight,2021-04-19,3.99,"0 .. 20,000",Reforged Group,Reforged Group,0.00E+00,20000.0,0,20.0K,igual,1,0,0,0,0,0,0,0,0,1,2021.0,26
Stealthy ninja,2020-08-13,2.99,"0 .. 20,000",Luci Entertainment,Luci Entertainment,0.00E+00,20000.0,0,20.0K,igual,1,0,0,0,0,0,0,0,0,1,2020.0,17
Destroy It,2021-02-23,9.99,"0 .. 20,000",Hede,Hede,0.00E+00,20000.0,0,20.0K,igual,1,0,0,0,0,0,0,0,1,1,2021.0,18
Ballspell,2022-10-04,4.99,"0 .. 20,000",Sokpop Collective,Sokpop Collective,0.00E+00,20000.0,0,20.0K,igual,1,0,0,0,1,0,0,0,0,1,2022.0,28
VectorMan,2010-06-01,0.99,"0 .. 20,000",SEGA,SEGA,0.00E+00,20000.0,0,20.0K,igual,1,0,0,0,0,0,0,0,0,0,2010.0,7
Bio-Hazard Battle,2010-10-26,0.99,"0 .. 20,000",SEGA,SEGA,0.00E+00,20000.0,0,20.0K,igual,1,0,0,0,0,0,0,0,0,0,2010.0,7
Dungless 2,2021-07-27,2.99,"0 .. 20,000",ImperiumGame,ImperiumGame,0.00E+00,20000.0,0,20.0K,igual,1,0,0,0,0,0,0,0,0,1,2021.0,21
Robot terminator,2019-07-26,0.99,"0 .. 20,000",JY,JY,0.00E+00,20000.0,0,20.0K,igual,1,1,0,0,0,0,0,0,0,1,2019.0,37
The Hour of the Rat,2019-06-05,2.99,"0 .. 20,000",Sokpop Collective,Sokpop Collective,0.00E+00,20000.0,0,20.0K,igual,1,0,0,0,0,0,0,0,0,1,2019.0,28
Trip in HELL,2018-09-05,5.99,"0 .. 20,000","Nikita ""Ghost_RUS""",Ghost_RUS Games,0.00E+00,20000.0,0,20.0K,distinto,1,1,0,0,0,0,1,0,0,1,2018.0,24
FPS Tactics,2021-04-05,99.99,"0 .. 20,000",Hede,Hede,0.00E+00,20000.0,0,20.0K,igual,1,1,0,0,1,0,0,0,1,1,2021.0,18
Fantasy Dungeon,2021-04-13,2.99,"0 .. 20,000",Luci Entertainment,Luci Entertainment,0.00E+00,20000.0,0,20.0K,igual,1,0,0,0,0,0,0,0,0,1,2021.0,17
GOLD IS MINE,2021-03-04,99.99,"0 .. 20,000",Hede,Hede,0.00E+00,20000.0,0,20.0K,igual,1,1,0,0,1,0,0,0,1,1,2021.0,18
CRAFTSMAN,2021-06-25,0.99,"0 .. 20,000",Sweet Games,Sweet Games,0.00E+00,20000.0,0,20.0K,igual,1,1,0,0,0,0,0,1,1,1,2021.0,8
Snowboard,2021-02-24,99.99,"0 .. 20,000",Hede,Hede,0.00E+00,20000.0,0,20.0K,igual,1,0,1,0,0,0,0,0,1,1,2021.0,18
Crack Down,2010-06-01,0.99,"0 .. 20,000",SEGA,SEGA,0.00E+00,20000.0,0,20.0K,igual,1,0,0,0,0,0,0,0,0,0,2010.0,7
Bonanza Bros.,2010-09-13,0.99,"0 .. 20,000",SEGA,SEGA,0.00E+00,20000.0,0,20.0K,igual,1,0,0,0,0,0,0,0,0,0,2010.0,7
Sonic Spinball,2010-09-13,4.99,"0 .. 20,000",SEGA,SEGA,0.00E+00,20000.0,0,20.0K,igual,1,0,0,0,0,0,0,0,0,0,2010.0,7
Magic Manny,2021-07-30,0.99,"0 .. 20,000",Archor Wright,Archor Games,0.00E+00,20000.0,0,20.0K,distinto,1,1,0,0,0,0,0,1,0,1,2021.0,36
The Play's the Thing,2021-08-26,5.99,"0 .. 20,000",Choice of Games,Choice of Games,0.00E+00,20000.0,0,20.0K,igual,1,1,0,0,0,0,0,1,0,1,2021.0,29
Golden Axe II,2010-10-26,0.99,"0 .. 20,000",SEGA,SEGA,0.00E+00,20000.0,0,20.0K,igual,1,0,0,0,0,0,0,0,0,0,2010.0,7
Drowned Gems,2021-05-28,0.99,"0 .. 20,000",Reforged Group,Reforged Group,0.00E+00,20000.0,0,20.0K,igual,1,0,0,0,0,0,0,0,0,0,2021.0,26
The Dragon and the Djinn,2022-07-28,8.99,"0 .. 20,000",Choice of Games,Choice of Games,0.00E+00,20000.0,0,20.0K,igual,1,1,0,0,0,0,0,1,0,1,2022.0,29
Shaverma: Ravshan Edition,2018-12-13,0.99,"0 .. 20,000",ImperiumGame,ImperiumGame,0.00E+00,20000.0,0,20.0K,igual,1,0,0,0,0,0,0,0,0,1,2018.0,21
The Mystery of Devils House,2018-05-11,4.99,"0 .. 20,000",Anamik Majumdar,Anamik Majumdar,0.00E+00,20000.0,0,20.0K,igual,1,0,0,0,0,0,0,0,0,1,2018.0,20
Smash Halloween Pumpkins: The Challenge,2018-09-14,4.99,"0 .. 20,000",Anamik Majumdar,Anamik Majumdar,0.00E+00,20000.0,0,20.0K,igual,1,1,0,0,0,0,0,0,0,1,2018.0,20
Crazy city,2019-11-27,0.99,"0 .. 20,000",JY,JY,0.00E+00,20000.0,0,20.0K,igual,1,1,0,0,0,0,0,0,0,1,2019.0,37
Simple Man,2018-03-12,1.99,"0 .. 20,000",CSM,W.T.B.,0.00E+00,20000.0,0,20.0K,distinto,1,1,0,0,0,0,0,1,0,1,2018.0,35
SAS VS Zombies,2018-03-23,0.99,"0 .. 20,000","Nikita ""Ghost_RUS""",Ghost_RUS Games,0.00E+00,20000.0,0,20.0K,distinto,1,1,0,0,0,0,0,0,0,1,2018.0,24
Paper Flight - Beyond Time,2023-03-10,9.99,"0 .. 20,000",EpiXR Games UG,EpiXR Games UG,0.00E+00,20000.0,0,20.0K,igual,1,0,0,0,0,0,0,0,1,1,2023.0,30
Toverblade,2021-05-06,5.99,"0 .. 20,000",Sokpop Collective,Sokpop Collective,0.00E+00,20000.0,0,20.0K,igual,1,0,0,0,1,0,0,1,0,1,2021.0,28
One Last Memory - Reimagined,2022-06-10,5.99,"0 .. 20,000",EpiXR Games UG,EpiXR Games UG,0.00E+00,20000.0,0,20.0K,igual,1,1,0,0,0,0,0,0,1,1,2022.0,30
Climb Challenge - Castle,2022-08-17,13.99,"0 .. 20,000",Hede,Hede,0.00E+00,20000.0,0,20.0K,igual,1,1,1,0,0,0,0,0,1,1,2022.0,18
Virtua Fighter 2,2010-10-26,0.99,"0 .. 20,000",SEGA,SEGA,0.00E+00,20000.0,0,20.0K,igual,1,0,0,0,0,0,0,0,1,0,2010.0,7
Bombini,2018-01-17,2.99,"0 .. 20,000",Sokpop Collective,Sokpop Collective,0.00E+00,20000.0,0,20.0K,igual,1,1,0,0,0,0,0,0,0,1,2018.0,28
Pirate Story,2021-03-18,1.99,"0 .. 20,000",Luci Entertainment,Luci Entertainment,0.00E+00,20000.0,0,20.0K,igual,1,0,0,0,0,0,0,0,0,1,2021.0,17
Neon Warrior,2021-03-02,1.19,"0 .. 20,000",Dnovel,My Way Games,0.00E+00,20000.0,0,20.0K,distinto,1,1,0,0,0,0,0,0,0,0,2021.0,19
District 112 Incident: Bowling Alley,2018-05-09,0.99,"0 .. 20,000",Racing Bros,ANPA.US,0.00E+00,20000.0,0,20.0K,distinto,1,1,0,1,0,0,0,0,1,1,2018.0,10
In the dark forest,2021-03-28,2.99,"0 .. 20,000",Luci Entertainment,Luci Entertainment,0.00E+00,20000.0,0,20.0K,igual,1,0,0,0,0,0,0,0,0,1,2021.0,17
Toy War - Cannon,2021-12-15,99.99,"0 .. 20,000",Hede,Hede,0.00E+00,20000.0,0,20.0K,igual,1,1,1,1,1,0,0,1,1,1,2021.0,18
Bicycle Challenge - Wastelands,2022-07-26,99.99,"0 .. 20,000",Hede,Hede,0.00E+00,20000.0,0,20.0K,igual,1,1,1,0,1,0,0,1,1,1,2022.0,18
Seven Nations,2019-07-17,0.28,"0 .. 20,000",RewindApp,RewindApp,0.00E+00,20000.0,0,20.0K,igual,1,0,0,1,1,0,0,0,1,1,2019.0,11
Death Space,2018-11-06,0.99,"0 .. 20,000","Nikita ""Ghost_RUS""",Ghost_RUS Games,0.00E+00,20000.0,0,20.0K,distinto,1,1,0,0,0,0,0,0,0,1,2018.0,24
Hoco Poco,2020-01-17,2.99,"0 .. 20,000",Sokpop Collective,Sokpop Collective,0.00E+00,20000.0,0,20.0K,igual,1,0,0,0,0,0,0,0,0,1,2020.0,28
Paper Flight - Super Speed Dash,2022-09-09,9.99,"0 .. 20,000",EpiXR Games UG,EpiXR Games UG,0.00E+00,20000.0,0,20.0K,igual,1,0,0,0,0,0,0,0,1,1,2022.0,30
Catch them!,2022-01-21,0.99,"0 .. 20,000",LTZinc,LTZinc,0.00E+00,20000.0,0,20.0K,igual,1,1,0,0,1,0,1,0,1,1,2022.0,38
HalloweenStory,2019-09-23,12.99,"0 .. 20,000",Dnovel,Dnovel,0.00E+00,20000.0,0,20.0K,igual,1,1,0,0,0,0,0,0,0,0,2019.0,19
Destroyer of Worlds,2021-03-16,2.99,"0 .. 20,000",Luci Entertainment,Luci Entertainment,0.00E+00,20000.0,0,20.0K,igual,1,0,0,0,0,0,0,0,0,1,2021.0,17
